institucion,nivel,tipo_gestion,calle_sede,altura_sede,telefono_sede,nombre_carrera,titulo_intermedio,nombre_titulo_intermedio,extension_años,modalidad,area_de_interes,subcategoria,pasantias,inicio_carrera,mail,pagina_web,instagram,facebook
"IES Nro. 7 (Inst. de Ed. Sup. Nro. 7 ""Brigadier E. López"")",Terciario,Pública,"Estrugamou, Avenida Alejandro (Par)",250,3462421514,PROFESORADO DE INGLÉS PARA EDUCACIÓN SECUNDARIA,No,,4,Presencial,Ciencias sociales y humanas,Educación,,1965,alumnadoies7@gmail.com,www.ies7venadotuerto.edu.ar,inst.prof.7,Instituto de Educación Superior N°7
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462462525,CONTADOR PÚBLICO,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
"IES Nro. 7 (Inst. de Ed. Sup. Nro. 7 ""Brigadier E. López"")",Terciario,Pública,"Estrugamou, Avenida Alejandro (Par)",250,3462421514,PROFESORADO DE EDUCACIÓN SECUNDARIA EN CIENCIAS DE LA ADMINISTRACIÓN,No,,4,Presencial,Ciencias sociales y humanas,Educación,,1988,alumnadoies@gmail.com,www.ies7venadotuerto.edu.ar,inst.prof.7,Instituto de Educación Superior N°7
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN ADMINISTRACIÓN,Sí,TÉCNICO/A UNIVERSITARIO/A EN PLANIFICACIÓN GERENCIAL,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
"IES Nro. 7 (Inst. de Ed. Sup. Nro. 7 ""Brigadier E. López"")",Terciario,Pública,"Estrugamou, Avenida Alejandro (Par)",250,3462421514,PROFESORADO DE EDUCACIÓN SUPERIOR EN CIENCIAS DE LA EDUCACIÓN,No,,5,Presencial,Ciencias sociales y humanas,Educación,,1965,alumnadoies7@gmail.com,www.ies7venadotuerto.edu.ar,inst.prof.7,Instituto de Educación Superior N°7
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN ADMINISTRACIÓN AGRARIA,Sí,TÉCNICO/A UNIVERSITARIO/A EN ADMINISTRACIÓN AGRARIA,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
"IES Nro. 7 (Inst. de Ed. Sup. Nro. 7 ""Brigadier E. López"")",Terciario,Pública,"Estrugamou, Avenida Alejandro (Par)",250,3462421514,PROFESORADO EN EDUCACIÓN ESPECIAL CON ORIENTACIÓN EN DISCAPACIDAD INTELECTUAL,No,,4,Presencial,Ciencias sociales y humanas,Educación,,1975,alumnadoies7@gmail.com,www.ies7venadotuerto.edu.ar,inst.prof.7,Instituto de Eduación Superior N°7
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN ADMINISTRACIÓN HOTELERA,Sí,TÉCNICO/A UNIVERSITARIO/A EN HOTELERÍA,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
"IES Nro. 7 (Inst. de Ed. Sup. Nro. 7 ""Brigadier E. López"")",Terciario,Pública,"Estrugamou, Avenida Alejandro (Par)",250,3462421514,"TECNICATURA SUPERIOR EN GESTIÓN DE ENERGÍAS RENOVABLES, USO RACIONAL Y EFICIENCIA ENERGÉTICA",No,,3,Presencial,Ciencias biológicas y de la salud,Ecología,,2015,alumnadoies7@gmail.com,www.ies7venadotuerto.edu.ar,inst.prof.7,Instituto de Educación Superior N°7
"IES Nro. 7 (Inst. de Ed. Sup. Nro. 7 ""Brigadier E. López"")",Terciario,Pública,"Estrugamou, Avenida Alejandro (Par)",250,3462421514,TECNICATURA SUPERIOR EN DESARROLLO DE SOFTWARE,No,,3,Presencial,"Ciencias exactas, tecnológicas y diseño",Tecnología,,2016,alumnadoies7@gmail.com,www.ies7venadotuerto.edu.ar,inst.prof.7,Instituto de Educación Superior N°7
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN ADMINISTRACIÓN PÚBLICA,Sí,ANALISTA UNIVERSITARIO/A EN ADMINISTRACIÓN PÚBLICA,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN ANTROPOLOGÍA ORGANIZACIONAL,,,4,Virtual,Ciencias sociales y humanas,Social,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN CIENCIA DE DATOS,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN CIENCIA POLÍTICA Y GOBIERNO,,,4,Virtual,Ciencias sociales y humanas,Social,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
"Inst. Superior incorporado Nro. 4058 ""Dante Alighieri""",Terciario,Privada,Chaco,951,3462421096,TECNICATURA SUPERIOR EN GESTIÓN DE ORGANIZACIONES,,,3,Presencial,Ciencias sociales y humanas,Administración y organización,,1999,institutodante@hotmail.com,www.institutodante.edu.ar,institutodantevt,Instituto Dante Alighieri - Venado Tuerto
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN COMERCIALIZACIÓN -MARKETING,Sí,ANALISTA UNIVERSITARIO/A DE MERCADOY ESTRATEGIAS EN COMERCIALIZACIÓN,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
"Inst. Superior Incorporado Nro. 4058 ""Dante Alighieri""",Terciario,Privada,Chaco,951,3462421096,TECNICATURA SUPERIOR EN ADMINISTRACIÓN RURAL,,,3,Presencial,Ciencias sociales y humanas,Administración y organización,,1999,institutodante@hotmail.com,www.institutodante.edu.ar,institutodantevt,Instituto Dante Alighieri - Venado Tuerto
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN COMERCIO INTERNACIONAL,Sí,TÉCNICO UIVERSITARIO EN COMERCIO INTERNACIONAL,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN CRIMINOLOGÍA Y SEGURIDAD,,,4,Virtual,Ciencias sociales y humanas,Defensa y seguridad,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN DISEÑO Y ANIMACIÓN DIGITAL,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Proyectual: arquitectura y diseño,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
"Inst. Superior Incorporado Nro. 4058 ""Dante Alighieri""",Terciario,Privada,Chaco,951,3462421096,TECNICATURA SUPERIOR EN PERIODISMO,,,3,Presencial,Ciencias sociales y humanas,Comunicación,,1994,institutodante@hotmail.com,www.institutodante.edu.ar,institutodantevt,Instituto Dante Alighieri - Venado Tuerto
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN EDUCACIÓN Y NUEVAS TECNOLOGÍAS,,,4,Virtual,Ciencias sociales y humanas,Educación,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN FINANZAS CORPORATIVAS Y MERCADOS DE VALORES,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
"Inst. Superior Incorporado Nro. 4058 ""Dante Alighieri""",Terciario,Privada,Chaco,951,3462421096,"TECNICATURA SUPERIOR EN SEGURIDAD, HIGIENE  Y MEDIO AMBIENTE EN EL TRABAJO",,,3,Presencial,"Ciencias exactas, tecnológicas y diseño",Tecnología,,2015,institutodante@hotmail.com,www.institutodante.edu.ar,institutodantevt,Instituto Dante Alighieri - Venado Tuerto
IUNIR (Instituto Universitario Italiano de Rosario),Universitario,Privada,Marconi,714,3417037888,LICENCIATURA EN PSICOLOGÍA,,,5,Presencial,Ciencias biológicas y de la salud,Salud,,2018,psicologiavt@iunir.edu.ar,www.iunir.edu.ar,iunirrosario,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN GESTIÓN AMBIENTAL,Sí,TÉCNICO UNIVERSITARIO EN EVALUACIÓN DEL IMPACTO AMBIENTAL,4,Virtual,Ciencias biológicas y de la salud,Ecología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN GESTIÓN DE RECURSOS HUMANOS,Sí,TÉCNICO UNIVERSITARIO EN GESTIÓN DE RECURSOS HUMANOS,4,Virtual,Ciencias sociales y humanas,Social,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN GESTIÓN TURÍSTICA,Sí,TÉCNICO UNIVERSITARIO EN TURISMO,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,"LICENCIATURA EN HIGIENE, SEGURIDAD Y MEDIO AMBIENTE DEL TRABAJO",Sí,TECNICATURA EN HIGIENE Y SEGURIDAD,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN INFORMÁTICA,Sí,ANALISTA UNIVERSITARIO EN SISTEMAS DE COMPUTACIÓN,5,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UCEL (Universidad del Centro Educativo Latinoamericano),Universitario,Privada,"Santa Fe, Avda. (Impar)",1859,3462461123,DERECHO,Sí,Procurador,5,Presencial,Ciencias sociales y humanas,Jurídicas,,2001,adm@accuvt.com.ar,www.accuvt.com.ar,,
UCEL (Universidad del Centro Educativo Latinoamericano),Universitario,Privada,"Santa Fe, Avda. (Impar)",1859,3462461123,LICENCIATURA EN NUTRICIÓN,Sí,Técnico Universitario en Nutrición,5,Presencial,Ciencias biológicas y de la salud,Salud,,2012,adm@accuvt.com.ar,,,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN INTELIGENCIA ARTIFICIAL Y ROBÓTICA,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN LOGÍSTICA GLOBAL,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN MATEMÁTICA,,,4,Virtual,Ciencias sociales y humanas,Educación,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UCES (Universidad de Ciencias Empresariales y Sociales),Universitario,Privada,Castelli,501,3462437676,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,,,4,Presencial,Ciencias sociales y humanas,Administración y organización,,2018,sperez@uces.edu.ar,www.uces.edu.ar,ucesvenado,UCES Venado Tuerto
UCES (Universidad de Ciencias Empresariales y Sociales),Universitario,Privada,Castelli,501,3462437676,LICENCIATURA EN COMERCIO EXTERIOR,Sí,TEC. UNIV. EN COMERCIO EXTERIOR,4,Presencial,Ciencias sociales y humanas,Administración y organización,,2015,sperez@uces.edu.ar,www.uces.edu.ar,ucesvenado,UCES Venado Tuerto
UCES (Universidad de Ciencias Empresariales y Sociales),Universitario,Privada,Castelli,501,3462437676,LICENCIATURA EN MARKETING,,,4,Presencial,Ciencias sociales y humanas,Administración y organización,,2025,sperez@uces.edu.ar,www.uces.edu.ar,ucesvenado,UCES Venado Tuerto
UCES (Universidad de Ciencias Empresariales y Sociales),Universitario,Privada,Castelli,501,3462437676,LICENCIATURA EN DIRECCIÓN DE NEGOCIOS,,,4,Presencial,Ciencias sociales y humanas,Administración y organización,,2025,sperez@uces.edu.ar,www.uces.edu.ar,ucesvenado,UCES Venado Tuerto
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN PERIODISMO,,,4,Virtual,Ciencias sociales y humanas,Comunicación,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UCES (Universidad de Ciencias Empresariales y Sociales),Universitario,Privada,Castelli,501,3462437676,LICENCIATURA EN RECURSOS HUMANOS,Sí,TEC. UNIV. EN ADMINISTRACIÓN DE RECURSOS HUMANOS,4,Presencial,Ciencias sociales y humanas,Social,,2010,sperez@uces.edu.ar,www.uces.edu.ar,ucesvenado,UCES Venado Tuerto
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN PUBLICIDAD,Sí,TÉCNICA/O UNIVERSITARIA/O EN PUBLICIDAD,4,Virtual,Ciencias sociales y humanas,Comunicación,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN RELACIONES PÚBLICAS E INSTITUCIONALES,Sí,ANALISTA UNIVERSITARIO EN RELACIONES PÚBLICAS E INSTITUCIONALES,4,Virtual,Ciencias sociales y humanas,Social,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN SEGURIDAD INFORMÁTICA,,,4,Virtual,Ciencias sociales y humanas,Defensa y seguridad,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN TERAPIA OCUPACIONAL Y DESARROLLO HUMANO,,,4,Virtual,Ciencias biológicas y de la salud,Salud,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN INTELIGENCIA EN NEGOCIOS DIGITALES,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN BIOINFORMÁTICA,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,,,5,Presencial,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN PSICOPEDAGOGÍA,No,,4,Presencial,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN PSICOPEDAGOGÍA,No,,4,Virtual,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN TERAPIA OCUPACIONAL,No,,4,Mixta,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,"MARTILLERO, CORREDOR PÚBLICO Y CORREDOR INMOBILIARIO",,,2.5,Virtual,Ciencias sociales y humanas,Jurídicas,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,PROCURADOR,,,3,Virtual,Ciencias sociales y humanas,Jurídicas,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA  EN ADMINISTRACIÓN  PÚBLICA Y GESTIÓN DE POLÍTICAS PÚBLICAS,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,TECNICATURA UNIVERSITARIA EN COSMETOLOGÍA FACIAL Y CORPORAL,No,,3,Mixta,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA UNIVERSITARIA EN ADMINISTRACIÓN DE LA PROPIEDAD HORIZONTAL Y CONJUNTOS INMOBILIARIOS,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA EN ADMINISTRACIÓN Y GESTIÓN TRIBUTARIA,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN ACTIVIDAD FÍSICA,No,,4,Mixta,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
